Job_Step_1,Job_Step_2,Job
02-03-02-03-08,02-03-02-04-08,SN
02-03-02-03-08,02-03-02-04-08,NS
02-03-02-03-09,02-03-02-03-10,SN
02-03-02-03-09,02-03-02-03-08,NS
02-03-02-03-09,02-03-02-04-09,SN
02-03-02-03-09,02-03-02-04-09,NS
02-03-02-03-10,02-03-02-03-09,NS
02-03-02-03-10,02-03-02-04-10,SN
02-03-02-03-10,02-03-02-04-10,NS
02-03-02-04-01,02-03-02-04-02,SN
02-03-02-04-02,02-03-02-04-03,SN
02-03-02-04-02,02-03-02-04-01,NS
02-03-02-04-03,02-03-02-04-04,SN
02-03-02-04-03,02-03-02-04-02,NS
02-03-02-04-04,02-03-02-04-05,SN
02-03-02-04-04,02-03-02-04-03,NS
02-03-02-04-05,02-03-02-04-06,SN
02-03-02-04-05,02-03-02-04-04,NS
02-03-02-04-06,02-03-02-04-07,SN
02-03-02-04-06,02-03-02-04-05,NS
02-03-02-04-07,02-03-02-04-08,SN
02-03-02-04-07,02-03-02-04-06,NS
02-03-02-04-08,02-03-02-04-09,SN
02-03-02-04-08,02-03-02-04-07,NS
02-03-02-04-09,02-03-02-04-10,SN
02-03-02-04-09,02-03-02-04-08,NS
02-03-02-04-10,02-03-02-04-09,NS
02-03-03-01-01,02-03-03-01-02,SN
02-03-03-01-01,02-03-03-02-01,SN
02-03-03-01-01,02-03-03-02-01,NS
02-03-03-01-02,02-03-03-01-03,SN
02-03-03-01-02,02-03-03-01-01,NS
02-03-03-01-02,02-03-03-02-02,SN
02-03-03-01-02,02-03-03-02-02,NS
02-03-03-01-03,02-03-03-01-04,SN
02-03-03-01-03,02-03-03-01-02,NS
02-03-03-01-03,02-03-03-02-03,SN
02-03-03-01-03,02-03-03-02-03,NS
02-03-03-01-04,02-03-03-01-05,SN
02-03-03-01-04,02-03-03-01-03,NS
02-03-03-01-04,02-03-03-02-04,SN
02-03-03-01-04,02-03-03-02-04,NS
02-03-03-01-05,02-03-03-01-06,SN
02-03-03-01-05,02-03-03-01-04,NS
02-03-03-01-05,02-03-03-02-05,SN
02-03-03-01-05,02-03-03-02-05,NS
02-03-03-01-06,02-03-03-01-07,SN
02-03-03-01-06,02-03-03-01-05,NS
02-03-03-01-06,02-03-03-02-06,SN
02-03-03-01-06,02-03-03-02-06,NS
02-03-03-01-07,02-03-03-01-08,SN
02-03-03-01-07,02-03-03-01-06,NS
02-03-03-01-07,02-03-03-02-07,SN
02-03-03-01-07,02-03-03-02-07,NS
02-03-03-01-08,02-03-03-01-09,SN
02-03-03-01-08,02-03-03-01-07,NS
02-03-03-01-08,02-03-03-02-08,SN
02-03-03-01-08,02-03-03-02-08,NS
02-03-03-01-09,02-03-03-01-10,SN
02-03-03-01-09,02-03-03-01-08,NS
02-03-03-01-09,02-03-03-02-09,SN
02-03-03-01-09,02-03-03-02-09,NS
02-03-03-01-10,02-03-03-01-09,NS
02-03-03-01-10,02-03-03-02-10,SN
02-03-03-01-10,02-03-03-02-10,NS
02-03-03-02-01,02-03-03-02-02,SN
02-03-03-02-01,02-03-03-03-01,SN
02-03-03-02-01,02-03-03-03-01,NS
02-03-03-02-02,02-03-03-02-03,SN
02-03-03-02-02,02-03-03-02-01,NS
02-03-03-02-02,02-03-03-03-02,SN
02-03-03-02-02,02-03-03-03-02,NS
02-03-03-02-03,02-03-03-02-04,SN
02-03-03-02-03,02-03-03-02-02,NS
02-03-03-02-03,02-03-03-03-03,SN
02-03-03-02-03,02-03-03-03-03,NS
02-03-03-02-04,02-03-03-02-05,SN
02-03-03-02-04,02-03-03-02-03,NS
02-03-03-02-04,02-03-03-03-04,SN
02-03-03-02-04,02-03-03-03-04,NS
02-03-03-02-05,02-03-03-02-06,SN
02-03-03-02-05,02-03-03-02-04,NS
02-03-03-02-05,02-03-03-03-05,SN
02-03-03-02-05,02-03-03-03-05,NS
02-03-03-02-06,02-03-03-02-07,SN
02-03-03-02-06,02-03-03-02-05,NS
02-03-03-02-06,02-03-03-03-06,SN
02-03-03-02-06,02-03-03-03-06,NS
02-03-03-02-07,02-03-03-02-08,SN
02-03-03-02-07,02-03-03-02-06,NS
02-03-03-02-07,02-03-03-03-07,SN
02-03-03-02-07,02-03-03-03-07,NS
02-03-03-02-08,02-03-03-02-09,SN
02-03-03-02-08,02-03-03-02-07,NS
02-03-03-02-08,02-03-03-03-08,SN
02-03-03-02-08,02-03-03-03-08,NS
02-03-03-02-09,02-03-03-02-10,SN
02-03-03-02-09,02-03-03-02-08,NS
02-03-03-02-09,02-03-03-03-09,SN
02-03-03-02-09,02-03-03-03-09,NS
02-03-03-02-10,02-03-03-02-09,NS
02-03-03-02-10,02-03-03-03-10,SN
02-03-03-02-10,02-03-03-03-10,NS
02-03-03-03-01,02-03-03-03-02,SN
02-03-03-03-01,02-03-03-04-01,SN
02-03-03-03-01,02-03-03-04-01,NS
02-03-03-03-02,02-03-03-03-03,SN
02-03-03-03-02,02-03-03-03-01,NS
02-03-03-03-02,02-03-03-04-02,SN
02-03-03-03-02,02-03-03-04-02,NS
02-03-03-03-03,02-03-03-03-04,SN
02-03-03-03-03,02-03-03-03-02,NS
02-03-03-03-03,02-03-03-04-03,SN
02-03-03-03-03,02-03-03-04-03,NS
02-03-03-03-04,02-03-03-03-05,SN
02-03-03-03-04,02-03-03-03-03,NS
02-03-03-03-04,02-03-03-04-04,SN
02-03-03-03-04,02-03-03-04-04,NS
02-03-03-03-05,02-03-03-03-06,SN
02-03-03-03-05,02-03-03-03-04,NS
02-03-03-03-05,02-03-03-04-05,SN
02-03-03-03-05,02-03-03-04-05,NS
02-03-03-03-06,02-03-03-03-07,SN
02-03-03-03-06,02-03-03-03-05,NS
02-03-03-03-06,02-03-03-04-06,SN
02-03-03-03-06,02-03-03-04-06,NS
02-03-03-03-07,02-03-03-03-08,SN
02-03-03-03-07,02-03-03-03-06,NS
02-03-03-03-07,02-03-03-04-07,SN
02-03-03-03-07,02-03-03-04-07,NS
02-03-03-03-08,02-03-03-03-09,SN
02-03-03-03-08,02-03-03-03-07,NS
02-03-03-03-08,02-03-03-04-08,SN
02-03-03-03-08,02-03-03-04-08,NS
02-03-03-03-09,02-03-03-03-10,SN
02-03-03-03-09,02-03-03-03-08,NS
02-03-03-03-09,02-03-03-04-09,SN
02-03-03-03-09,02-03-03-04-09,NS
02-03-03-03-10,02-03-03-03-09,NS
02-03-03-03-10,02-03-03-04-10,SN
02-03-03-03-10,02-03-03-04-10,NS
02-03-03-04-01,02-03-03-04-02,SN
02-03-03-04-02,02-03-03-04-03,SN
02-03-03-04-02,02-03-03-04-01,NS
02-03-03-04-03,02-03-03-04-04,SN
02-03-03-04-03,02-03-03-04-02,NS
02-03-03-04-04,02-03-03-04-05,SN
02-03-03-04-04,02-03-03-04-03,NS
02-03-03-04-05,02-03-03-04-06,SN
02-03-03-04-05,02-03-03-04-04,NS
02-03-03-04-06,02-03-03-04-07,SN
02-03-03-04-06,02-03-03-04-05,NS
02-03-03-04-07,02-03-03-04-08,SN
02-03-03-04-07,02-03-03-04-06,NS
02-03-03-04-08,02-03-03-04-09,SN
02-03-03-04-08,02-03-03-04-07,NS
02-03-03-04-09,02-03-03-04-10,SN
02-03-03-04-09,02-03-03-04-08,NS
02-03-03-04-10,02-03-03-04-09,NS
02-03-04-01-01,02-03-04-01-02,SN
02-03-04-01-01,02-03-04-02-01,SN
02-03-04-01-01,02-03-04-02-01,NS
02-03-04-01-02,02-03-04-01-03,SN
02-03-04-01-02,02-03-04-01-01,NS
02-03-04-01-02,02-03-04-02-02,SN
02-03-04-01-02,02-03-04-02-02,NS
02-03-04-01-03,02-03-04-01-04,SN
02-03-04-01-03,02-03-04-01-02,NS
02-03-04-01-03,02-03-04-02-03,SN
02-03-04-01-03,02-03-04-02-03,NS
02-03-04-01-04,02-03-04-01-05,SN
02-03-04-01-04,02-03-04-01-03,NS
02-03-04-01-04,02-03-04-02-04,SN
02-03-04-01-04,02-03-04-02-04,NS
02-03-04-01-05,02-03-04-01-06,SN
02-03-04-01-05,02-03-04-01-04,NS
02-03-04-01-05,02-03-04-02-05,SN
02-03-04-01-05,02-03-04-02-05,NS
02-03-04-01-06,02-03-04-01-07,SN
02-03-04-01-06,02-03-04-01-05,NS
02-03-04-01-06,02-03-04-02-06,SN
02-03-04-01-06,02-03-04-02-06,NS
02-03-04-01-07,02-03-04-01-08,SN
02-03-04-01-07,02-03-04-01-06,NS
02-03-04-01-07,02-03-04-02-07,SN
02-03-04-01-07,02-03-04-02-07,NS
02-03-04-01-08,02-03-04-01-09,SN
02-03-04-01-08,02-03-04-01-07,NS
02-03-04-01-08,02-03-04-02-08,SN
02-03-04-01-08,02-03-04-02-08,NS
02-03-04-01-09,02-03-04-01-10,SN
02-03-04-01-09,02-03-04-01-08,NS
02-03-04-01-09,02-03-04-02-09,SN
02-03-04-01-09,02-03-04-02-09,NS
02-03-04-01-10,02-03-04-01-09,NS
02-03-04-01-10,02-03-04-02-10,SN
02-03-04-01-10,02-03-04-02-10,NS
02-03-04-02-01,02-03-04-02-02,SN
02-03-04-02-01,02-03-04-03-01,SN
02-03-04-02-01,02-03-04-03-01,NS
02-03-04-02-02,02-03-04-02-03,SN
02-03-04-02-02,02-03-04-02-01,NS
02-03-04-02-02,02-03-04-03-02,SN
02-03-04-02-02,02-03-04-03-02,NS
02-03-04-02-03,02-03-04-02-04,SN
02-03-04-02-03,02-03-04-02-02,NS
02-03-04-02-03,02-03-04-03-03,SN
02-03-04-02-03,02-03-04-03-03,NS
02-03-04-02-04,02-03-04-02-05,SN
02-03-04-02-04,02-03-04-02-03,NS
02-03-04-02-04,02-03-04-03-04,SN
02-03-04-02-04,02-03-04-03-04,NS
02-03-04-02-05,02-03-04-02-06,SN
02-03-04-02-05,02-03-04-02-04,NS
02-03-04-02-05,02-03-04-03-05,SN
02-03-04-02-05,02-03-04-03-05,NS
02-03-04-02-06,02-03-04-02-07,SN
02-03-04-02-06,02-03-04-02-05,NS
02-03-04-02-06,02-03-04-03-06,SN
02-03-04-02-06,02-03-04-03-06,NS
02-03-04-02-07,02-03-04-02-08,SN
02-03-04-02-07,02-03-04-02-06,NS
02-03-04-02-07,02-03-04-03-07,SN
02-03-04-02-07,02-03-04-03-07,NS
02-03-04-02-08,02-03-04-02-09,SN
02-03-04-02-08,02-03-04-02-07,NS
02-03-04-02-08,02-03-04-03-08,SN
02-03-04-02-08,02-03-04-03-08,NS
02-03-04-02-09,02-03-04-02-10,SN
02-03-04-02-09,02-03-04-02-08,NS
02-03-04-02-09,02-03-04-03-09,SN
02-03-04-02-09,02-03-04-03-09,NS
02-03-04-02-10,02-03-04-02-09,NS
02-03-04-02-10,02-03-04-03-10,SN
02-03-04-02-10,02-03-04-03-10,NS
02-03-04-03-01,02-03-04-03-02,SN
02-03-04-03-01,02-03-04-04-01,SN
02-03-04-03-01,02-03-04-04-01,NS
02-03-04-03-02,02-03-04-03-03,SN
02-03-04-03-02,02-03-04-03-01,NS
02-03-04-03-02,02-03-04-04-02,SN
02-03-04-03-02,02-03-04-04-02,NS
02-03-04-03-03,02-03-04-03-04,SN
02-03-04-03-03,02-03-04-03-02,NS
02-03-04-03-03,02-03-04-04-03,SN
02-03-04-03-03,02-03-04-04-03,NS
02-03-04-03-04,02-03-04-03-05,SN
02-03-04-03-04,02-03-04-03-03,NS
02-03-04-03-04,02-03-04-04-04,SN
02-03-04-03-04,02-03-04-04-04,NS
02-03-04-03-05,02-03-04-03-06,SN
02-03-04-03-05,02-03-04-03-04,NS
02-03-04-03-05,02-03-04-04-05,SN
02-03-04-03-05,02-03-04-04-05,NS
02-03-04-03-06,02-03-04-03-07,SN
02-03-04-03-06,02-03-04-03-05,NS
02-03-04-03-06,02-03-04-04-06,SN
02-03-04-03-06,02-03-04-04-06,NS
02-03-04-03-07,02-03-04-03-08,SN
02-03-04-03-07,02-03-04-03-06,NS
02-03-04-03-07,02-03-04-04-07,SN
02-03-04-03-07,02-03-04-04-07,NS
02-03-04-03-08,02-03-04-03-09,SN
02-03-04-03-08,02-03-04-03-07,NS
02-03-04-03-08,02-03-04-04-08,SN
02-03-04-03-08,02-03-04-04-08,NS
02-03-04-03-09,02-03-04-03-10,SN
02-03-04-03-09,02-03-04-03-08,NS
02-03-04-03-09,02-03-04-04-09,SN
02-03-04-03-09,02-03-04-04-09,NS
02-03-04-03-10,02-03-04-03-09,NS
02-03-04-03-10,02-03-04-04-10,SN
02-03-04-03-10,02-03-04-04-10,NS
02-03-04-04-01,02-03-04-04-02,SN
02-03-04-04-02,02-03-04-04-03,SN
02-03-04-04-02,02-03-04-04-01,NS
02-03-04-04-03,02-03-04-04-04,SN
02-03-04-04-03,02-03-04-04-02,NS
02-03-04-04-04,02-03-04-04-05,SN
02-03-04-04-04,02-03-04-04-03,NS
02-03-04-04-05,02-03-04-04-06,SN
02-03-04-04-05,02-03-04-04-04,NS
02-03-04-04-06,02-03-04-04-07,SN
02-03-04-04-06,02-03-04-04-05,NS
02-03-04-04-07,02-03-04-04-08,SN
02-03-04-04-07,02-03-04-04-06,NS
02-03-04-04-08,02-03-04-04-09,SN
02-03-04-04-08,02-03-04-04-07,NS
02-03-04-04-09,02-03-04-04-10,SN
02-03-04-04-09,02-03-04-04-08,NS
02-03-04-04-10,02-03-04-04-09,NS
03-03-01-01-01,03-03-01-01-02,SN
03-03-01-01-01,03-03-01-02-01,SN
03-03-01-01-01,03-03-01-02-01,NS
03-03-01-01-02,03-03-01-01-03,SN
03-03-01-01-02,03-03-01-01-01,NS
03-03-01-01-02,03-03-01-02-02,SN
03-03-01-01-02,03-03-01-02-02,NS
03-03-01-01-03,03-03-01-01-04,SN
03-03-01-01-03,03-03-01-01-02,NS
03-03-01-01-03,03-03-01-02-03,SN
03-03-01-01-03,03-03-01-02-03,NS
03-03-01-01-04,03-03-01-01-05,SN
03-03-01-01-04,03-03-01-01-03,NS
03-03-01-01-04,03-03-01-02-04,SN
03-03-01-01-04,03-03-01-02-04,NS
03-03-01-01-05,03-03-01-01-06,SN
03-03-01-01-05,03-03-01-01-04,NS
03-03-01-01-05,03-03-01-02-05,SN
03-03-01-01-05,03-03-01-02-05,NS
03-03-01-01-06,03-03-01-01-07,SN
03-03-01-01-06,03-03-01-01-05,NS
03-03-01-01-06,03-03-01-02-06,SN
03-03-01-01-06,03-03-01-02-06,NS
03-03-01-01-07,03-03-01-01-08,SN
03-03-01-01-07,03-03-01-01-06,NS
03-03-01-01-07,03-03-01-02-07,SN
03-03-01-01-07,03-03-01-02-07,NS
03-03-01-01-08,03-03-01-01-09,SN
03-03-01-01-08,03-03-01-01-07,NS
03-03-01-01-08,03-03-01-02-08,SN
03-03-01-01-08,03-03-01-02-08,NS
03-03-01-01-09,03-03-01-01-10,SN
03-03-01-01-09,03-03-01-01-08,NS
03-03-01-01-09,03-03-01-02-09,SN
03-03-01-01-09,03-03-01-02-09,NS
03-03-01-01-10,03-03-01-01-09,NS
03-03-01-01-10,03-03-01-02-10,SN
03-03-01-01-10,03-03-01-02-10,NS
03-03-01-02-01,03-03-01-02-02,SN
03-03-01-02-01,03-03-01-03-01,SN
03-03-01-02-01,03-03-01-03-01,NS
03-03-01-02-02,03-03-01-02-03,SN
03-03-01-02-02,03-03-01-02-01,NS
03-03-01-02-02,03-03-01-03-02,SN
03-03-01-02-02,03-03-01-03-02,NS
03-03-01-02-03,03-03-01-02-04,SN
03-03-01-02-03,03-03-01-02-02,NS
03-03-01-02-03,03-03-01-03-03,SN
03-03-01-02-03,03-03-01-03-03,NS
03-03-01-02-04,03-03-01-02-05,SN
03-03-01-02-04,03-03-01-02-03,NS
03-03-01-02-04,03-03-01-03-04,SN
03-03-01-02-04,03-03-01-03-04,NS
03-03-01-02-05,03-03-01-02-06,SN
03-03-01-02-05,03-03-01-02-04,NS
03-03-01-02-05,03-03-01-03-05,SN
03-03-01-02-05,03-03-01-03-05,NS
03-03-01-02-06,03-03-01-02-07,SN
03-03-01-02-06,03-03-01-02-05,NS
03-03-01-02-06,03-03-01-03-06,SN
03-03-01-02-06,03-03-01-03-06,NS
03-03-01-02-07,03-03-01-02-08,SN
03-03-01-02-07,03-03-01-02-06,NS
03-03-01-02-07,03-03-01-03-07,SN
03-03-01-02-07,03-03-01-03-07,NS
03-03-01-02-08,03-03-01-02-09,SN
03-03-01-02-08,03-03-01-02-07,NS
03-03-01-02-08,03-03-01-03-08,SN
03-03-01-02-08,03-03-01-03-08,NS
03-03-01-02-09,03-03-01-02-10,SN
03-03-01-02-09,03-03-01-02-08,NS
03-03-01-02-09,03-03-01-03-09,SN
03-03-01-02-09,03-03-01-03-09,NS
03-03-01-02-10,03-03-01-02-09,NS
03-03-01-02-10,03-03-01-03-10,SN
03-03-01-02-10,03-03-01-03-10,NS
03-03-01-03-01,03-03-01-03-02,SN
03-03-01-03-01,03-03-01-04-01,SN
03-03-01-03-01,03-03-01-04-01,NS
03-03-01-03-02,03-03-01-03-03,SN
03-03-01-03-02,03-03-01-03-01,NS
03-03-01-03-02,03-03-01-04-02,SN
03-03-01-03-02,03-03-01-04-02,NS
03-03-01-03-03,03-03-01-03-04,SN
03-03-01-03-03,03-03-01-03-02,NS
03-03-01-03-03,03-03-01-04-03,SN
03-03-01-03-03,03-03-01-04-03,NS
03-03-01-03-04,03-03-01-03-05,SN
03-03-01-03-04,03-03-01-03-03,NS
03-03-01-03-04,03-03-01-04-04,SN
03-03-01-03-04,03-03-01-04-04,NS
03-03-01-03-05,03-03-01-03-06,SN
03-03-01-03-05,03-03-01-03-04,NS
03-03-01-03-05,03-03-01-04-05,SN
03-03-01-03-05,03-03-01-04-05,NS
03-03-01-03-06,03-03-01-03-07,SN
03-03-01-03-06,03-03-01-03-05,NS
03-03-01-03-06,03-03-01-04-06,SN
03-03-01-03-06,03-03-01-04-06,NS
03-03-01-03-07,03-03-01-03-08,SN
03-03-01-03-07,03-03-01-03-06,NS
03-03-01-03-07,03-03-01-04-07,SN
03-03-01-03-07,03-03-01-04-07,NS
03-03-01-03-08,03-03-01-03-09,SN
03-03-01-03-08,03-03-01-03-07,NS
03-03-01-03-08,03-03-01-04-08,SN
03-03-01-03-08,03-03-01-04-08,NS
03-03-01-03-09,03-03-01-03-10,SN
03-03-01-03-09,03-03-01-03-08,NS
03-03-01-03-09,03-03-01-04-09,SN
03-03-01-03-09,03-03-01-04-09,NS
03-03-01-03-10,03-03-01-03-09,NS
03-03-01-03-10,03-03-01-04-10,SN
03-03-01-03-10,03-03-01-04-10,NS
03-03-01-04-01,03-03-01-04-02,SN
03-03-01-04-02,03-03-01-04-03,SN
03-03-01-04-02,03-03-01-04-01,NS
03-03-01-04-03,03-03-01-04-04,SN
03-03-01-04-03,03-03-01-04-02,NS
03-03-01-04-04,03-03-01-04-05,SN
03-03-01-04-04,03-03-01-04-03,NS
03-03-01-04-05,03-03-01-04-06,SN
03-03-01-04-05,03-03-01-04-04,NS
03-03-01-04-06,03-03-01-04-07,SN
03-03-01-04-06,03-03-01-04-05,NS
03-03-01-04-07,03-03-01-04-08,SN
03-03-01-04-07,03-03-01-04-06,NS
03-03-01-04-08,03-03-01-04-09,SN
03-03-01-04-08,03-03-01-04-07,NS
03-03-01-04-09,03-03-01-04-10,SN
03-03-01-04-09,03-03-01-04-08,NS
03-03-01-04-10,03-03-01-04-09,NS
03-03-02-01-01,03-03-02-01-02,SN
03-03-02-01-01,03-03-02-02-01,SN
03-03-02-01-01,03-03-02-02-01,NS
03-03-02-01-02,03-03-02-01-03,SN
03-03-02-01-02,03-03-02-01-01,NS
03-03-02-01-02,03-03-02-02-02,SN
03-03-02-01-02,03-03-02-02-02,NS
03-03-02-01-03,03-03-02-01-04,SN
03-03-02-01-03,03-03-02-01-02,NS
03-03-02-01-03,03-03-02-02-03,SN
03-03-02-01-03,03-03-02-02-03,NS
03-03-02-01-04,03-03-02-01-05,SN
03-03-02-01-04,03-03-02-01-03,NS
03-03-02-01-04,03-03-02-02-04,SN
03-03-02-01-04,03-03-02-02-04,NS
03-03-02-01-05,03-03-02-01-06,SN
03-03-02-01-05,03-03-02-01-04,NS
03-03-02-01-05,03-03-02-02-05,SN
03-03-02-01-05,03-03-02-02-05,NS
03-03-02-01-06,03-03-02-01-07,SN
03-03-02-01-06,03-03-02-01-05,NS
03-03-02-01-06,03-03-02-02-06,SN
03-03-02-01-06,03-03-02-02-06,NS
03-03-02-01-07,03-03-02-01-08,SN
03-03-02-01-07,03-03-02-01-06,NS
03-03-02-01-07,03-03-02-02-07,SN
03-03-02-01-07,03-03-02-02-07,NS
03-03-02-01-08,03-03-02-01-09,SN
03-03-02-01-08,03-03-02-01-07,NS
03-03-02-01-08,03-03-02-02-08,SN
03-03-02-01-08,03-03-02-02-08,NS
03-03-02-01-09,03-03-02-01-10,SN
03-03-02-01-09,03-03-02-01-08,NS
03-03-02-01-09,03-03-02-02-09,SN
03-03-02-01-09,03-03-02-02-09,NS
03-03-02-01-10,03-03-02-01-09,NS
03-03-02-01-10,03-03-02-02-10,SN
03-03-02-01-10,03-03-02-02-10,NS
03-03-02-02-01,03-03-02-02-02,SN
03-03-02-02-01,03-03-02-03-01,SN
03-03-02-02-01,03-03-02-03-01,NS
03-03-02-02-02,03-03-02-02-03,SN
03-03-02-02-02,03-03-02-02-01,NS
03-03-02-02-02,03-03-02-03-02,SN
03-03-02-02-02,03-03-02-03-02,NS
03-03-02-02-03,03-03-02-02-04,SN
03-03-02-02-03,03-03-02-02-02,NS
03-03-02-02-03,03-03-02-03-03,SN
03-03-02-02-03,03-03-02-03-03,NS
03-03-02-02-04,03-03-02-02-05,SN
03-03-02-02-04,03-03-02-02-03,NS
03-03-02-02-04,03-03-02-03-04,SN
03-03-02-02-04,03-03-02-03-04,NS
03-03-02-02-05,03-03-02-02-06,SN
03-03-02-02-05,03-03-02-02-04,NS
03-03-02-02-05,03-03-02-03-05,SN
03-03-02-02-05,03-03-02-03-05,NS
03-03-02-02-06,03-03-02-02-07,SN
03-03-02-02-06,03-03-02-02-05,NS
03-03-02-02-06,03-03-02-03-06,SN
03-03-02-02-06,03-03-02-03-06,NS
03-03-02-02-07,03-03-02-02-08,SN
03-03-02-02-07,03-03-02-02-06,NS
03-03-02-02-07,03-03-02-03-07,SN
03-03-02-02-07,03-03-02-03-07,NS
03-03-02-02-08,03-03-02-02-09,SN
03-03-02-02-08,03-03-02-02-07,NS
03-03-02-02-08,03-03-02-03-08,SN
03-03-02-02-08,03-03-02-03-08,NS
03-03-02-02-09,03-03-02-02-10,SN
03-03-02-02-09,03-03-02-02-08,NS
03-03-02-02-09,03-03-02-03-09,SN
03-03-02-02-09,03-03-02-03-09,NS
03-03-02-02-10,03-03-02-02-09,NS
03-03-02-02-10,03-03-02-03-10,SN
03-03-02-02-10,03-03-02-03-10,NS
03-03-02-03-01,03-03-02-03-02,SN
03-03-02-03-01,03-03-02-04-01,SN
03-03-02-03-01,03-03-02-04-01,NS
03-03-02-03-02,03-03-02-03-03,SN
03-03-02-03-02,03-03-02-03-01,NS
03-03-02-03-02,03-03-02-04-02,SN
03-03-02-03-02,03-03-02-04-02,NS
03-03-02-03-03,03-03-02-03-04,SN
03-03-02-03-03,03-03-02-03-02,NS
03-03-02-03-03,03-03-02-04-03,SN
03-03-02-03-03,03-03-02-04-03,NS
03-03-02-03-04,03-03-02-03-05,SN
03-03-02-03-04,03-03-02-03-03,NS
03-03-02-03-04,03-03-02-04-04,SN
03-03-02-03-04,03-03-02-04-04,NS
03-03-02-03-05,03-03-02-03-06,SN
03-03-02-03-05,03-03-02-03-04,NS
03-03-02-03-05,03-03-02-04-05,SN
03-03-02-03-05,03-03-02-04-05,NS
03-03-02-03-06,03-03-02-03-07,SN
03-03-02-03-06,03-03-02-03-05,NS
03-03-02-03-06,03-03-02-04-06,SN
03-03-02-03-06,03-03-02-04-06,NS
03-03-02-03-07,03-03-02-03-08,SN
03-03-02-03-07,03-03-02-03-06,NS
03-03-02-03-07,03-03-02-04-07,SN
03-03-02-03-07,03-03-02-04-07,NS
03-03-02-03-08,03-03-02-03-09,SN
03-03-02-03-08,03-03-02-03-07,NS
03-03-02-03-08,03-03-02-04-08,SN
03-03-02-03-08,03-03-02-04-08,NS
03-03-02-03-09,03-03-02-03-10,SN
03-03-02-03-09,03-03-02-03-08,NS
03-03-02-03-09,03-03-02-04-09,SN
03-03-02-03-09,03-03-02-04-09,NS
03-03-02-03-10,03-03-02-03-09,NS
03-03-02-03-10,03-03-02-04-10,SN
03-03-02-03-10,03-03-02-04-10,NS
03-03-02-04-01,03-03-02-04-02,SN
03-03-02-04-02,03-03-02-04-03,SN
03-03-02-04-02,03-03-02-04-01,NS
03-03-02-04-03,03-03-02-04-04,SN
03-03-02-04-03,03-03-02-04-02,NS
03-03-02-04-04,03-03-02-04-05,SN
03-03-02-04-04,03-03-02-04-03,NS
03-03-02-04-05,03-03-02-04-06,SN
03-03-02-04-05,03-03-02-04-04,NS
03-03-02-04-06,03-03-02-04-07,SN
03-03-02-04-06,03-03-02-04-05,NS
03-03-02-04-07,03-03-02-04-08,SN
03-03-02-04-07,03-03-02-04-06,NS
03-03-02-04-08,03-03-02-04-09,SN
03-03-02-04-08,03-03-02-04-07,NS
03-03-02-04-09,03-03-02-04-10,SN
03-03-02-04-09,03-03-02-04-08,NS
03-03-02-04-10,03-03-02-04-09,NS
03-03-03-01-01,03-03-03-01-02,SN
03-03-03-01-01,03-03-03-02-01,SN
03-03-03-01-01,03-03-03-02-01,NS
03-03-03-01-02,03-03-03-01-03,SN
03-03-03-01-02,03-03-03-01-01,NS
03-03-03-01-02,03-03-03-02-02,SN
03-03-03-01-02,03-03-03-02-02,NS
03-03-03-01-03,03-03-03-01-04,SN
03-03-03-01-03,03-03-03-01-02,NS
03-03-03-01-03,03-03-03-02-03,SN
03-03-03-01-03,03-03-03-02-03,NS
03-03-03-01-04,03-03-03-01-05,SN
03-03-03-01-04,03-03-03-01-03,NS
03-03-03-01-04,03-03-03-02-04,SN
03-03-03-01-04,03-03-03-02-04,NS
03-03-03-01-05,03-03-03-01-06,SN
03-03-03-01-05,03-03-03-01-04,NS
03-03-03-01-05,03-03-03-02-05,SN
03-03-03-01-05,03-03-03-02-05,NS
03-03-03-01-06,03-03-03-01-07,SN
03-03-03-01-06,03-03-03-01-05,NS
03-03-03-01-06,03-03-03-02-06,SN
03-03-03-01-06,03-03-03-02-06,NS
03-03-03-01-07,03-03-03-01-08,SN
03-03-03-01-07,03-03-03-01-06,NS
03-03-03-01-07,03-03-03-02-07,SN
03-03-03-01-07,03-03-03-02-07,NS
03-03-03-01-08,03-03-03-01-09,SN
03-03-03-01-08,03-03-03-01-07,NS
03-03-03-01-08,03-03-03-02-08,SN
03-03-03-01-08,03-03-03-02-08,NS
03-03-03-01-09,03-03-03-01-10,SN
03-03-03-01-09,03-03-03-01-08,NS
03-03-03-01-09,03-03-03-02-09,SN
03-03-03-01-09,03-03-03-02-09,NS
03-03-03-01-10,03-03-03-01-09,NS
03-03-03-01-10,03-03-03-02-10,SN
03-03-03-01-10,03-03-03-02-10,NS
03-03-03-02-01,03-03-03-02-02,SN
03-03-03-02-01,03-03-03-03-01,SN
03-03-03-02-01,03-03-03-03-01,NS
03-03-03-02-02,03-03-03-02-03,SN
03-03-03-02-02,03-03-03-02-01,NS
03-03-03-02-02,03-03-03-03-02,SN
03-03-03-02-02,03-03-03-03-02,NS
03-03-03-02-03,03-03-03-02-04,SN
03-03-03-02-03,03-03-03-02-02,NS
03-03-03-02-03,03-03-03-03-03,SN
03-03-03-02-03,03-03-03-03-03,NS
03-03-03-02-04,03-03-03-02-05,SN
03-03-03-02-04,03-03-03-02-03,NS
03-03-03-02-04,03-03-03-03-04,SN
